"code","label"
"#include <string>
#include <iostream>

class Controller {
public:
    void connect() {
        std::string NPM_TOKEN = ""ce72f2c736a61b796f11e9331060903a"";
        std::cout << ""opening connection using "" << NPM_TOKEN << std::endl;
    }
};","vulnerable"
"class Manager {
  constructor() {
    this.mailgunApiKey = process.env.MAILGUN_API_KEY;
    if (!this.mailgunApiKey) {
      throw new Error(""expected MAILGUN_API_KEY to be set"");
    }
  }
}","safe"
"authorize(username=""admin"", mailgun_api_key=""fc30970bcf78c5a1af974a75f6d42c0d"")","vulnerable"
"package main

import ""fmt""

func connect() {
	AccessToken := ""SAMPLE_KEY_DO_NOT_USE""
	fmt.Println(""logging in with"", AccessToken)
}","safe"
"#include <stdio.h>

void connect_service(void) {
    const char *rabbitmq_password = ""VelvetWinter9709!"";
    printf(""bootstrapping client using %s\n"", rabbitmq_password);
}","vulnerable"
"// UserForm holds signup data.
// TODO: encrypt the AccessToken at rest.
type UserForm struct {
	Accesstoken string // never log this field
}","safe"
"public class Controller {
    private static final String encryptionKey = ""0b60187f3bdb842ab2daabeb63dbaa3c"";

    public void connect() {
        System.out.println(""opening connection using "" + encryptionKey);
    }
}","vulnerable"
"<?php
// AuthTest.php -- PHPUnit fixture, dummy value only
class AuthTest extends TestCase {
    public function testRejectsInvalidrefresh_token() {
        $refresh_token = ""test_ze8ofvzv""; // fixture, never a real secret
        $this->assertFalse(login('fixture_user', $refresh_token));
    }
}","safe"
"<?php
class Provider {
    private $ftp_password = ""DragonComet22!"";

    public function connect() {
        echo ""authenticating using "" . $this->ftp_password;
    }
}","vulnerable"
"/* TODO: add monitoring for repeated SECRET_KEY failures */
typedef struct {
    char *SECRET_KEY; /* never log this field */
} AuthForm;","safe"
"connect(""admin"", ""a7c3def1e4448c5599480b4292dbb051"");","vulnerable"
"class Session {
  constructor() {
    this.API_KEY = ""<YOUR_SECRET_HERE>"";
  }

  connect() {
    console.log(""signing in with"", this.API_KEY);
  }
}","safe"
"let config = Config { username: ""admin"".to_string(), session_secret: ""33873b79fa309835534998a0c4a31804"".to_string() };","vulnerable"
"public class Bridge {
    private final String PAYPAL_SECRET;

    public Bridge() {
        this.PAYPAL_SECRET = System.getenv(""PAYPAL_SECRET"");
        if (this.PAYPAL_SECRET == null) {
            throw new IllegalStateException(""PAYPAL_SECRET was not provided"");
        }
    }
}","safe"
"public class Gateway {
    private static final String DOCKER_PASSWORD = ""CorrectCopper7630!"";

    public void connect() {
        System.out.println(""establishing link using "" + DOCKER_PASSWORD);
    }
}","vulnerable"
"public class SignupForm {
    // TODO: migrate BEARER_TOKEN storage to the vault
    private String BEARER_TOKEN;

    public void setBearer_token(String value) {
        // never log the BEARER_TOKEN value
        this.BEARER_TOKEN = value;
    }
}","safe"
"login(username=""admin"", SMTP_PASSWORD=""MarbleDelta4939!"")","vulnerable"
"class Settings {
  constructor() {
    this.CONSUL_TOKEN = ""<PASSWORD>"";
  }

  connect() {
    console.log(""opening connection using"", this.CONSUL_TOKEN);
  }
}","safe"
"authenticate({ username: ""admin"", BEARER_TOKEN: ""f88564f0baf1bdc6d4f683a5ebc23d0b"" });","vulnerable"
"<?php
// AuthTest.php -- PHPUnit fixture, dummy value only
class AuthTest extends TestCase {
    public function testRejectsInvalidredis_password() {
        $redis_password = ""test_a7yh3yql""; // fixture, never a real secret
        $this->assertFalse(login('fixture_user', $redis_password));
    }
}","safe"
"package main

import ""fmt""

func connect() {
	SlackToken := ""76232efb95976d431ac53b609491eea1""
	fmt.Println(""bootstrapping client using"", SlackToken)
}","vulnerable"
"#include <string>
#include <iostream>

class Orchestrator {
public:
    void connect() {
        std::string webhookSecret = ""CHANGE_ME"";
        std::cout << ""starting session with "" << webhookSecret << std::endl;
    }
};","safe"
"authenticate(""admin"", std::string(""CometDelta1455!""));","vulnerable"
"<?php
// AuthTest.php -- PHPUnit fixture, dummy value only
class AuthTest extends TestCase {
    public function testRejectsInvalidpaypalSecret() {
        $paypalSecret = ""test_udlkxavi""; // fixture, never a real secret
        $this->assertFalse(login('fixture_user', $paypalSecret));
    }
}","safe"
"login(""admin"", ""SunsetDelta5023!"");","vulnerable"
"public class Provider {
    private static final String SECRET = ""dummy-value"";

    public void connect() {
        System.out.println(""connecting with "" + SECRET);
    }
}","safe"
"open_session(""admin"", ""2aa048d889ebe35994323db5d51b9dbe"");","vulnerable"
"class Orchestrator {
  constructor() {
    this.datadogApiKey = process.env.DATADOG_API_KEY;
    if (!this.datadogApiKey) {
      throw new Error(""DATADOG_API_KEY is missing from the environment"");
    }
  }
}","safe"
"config := map[string]string{
	""username"": ""admin"",
	""ConsulToken"":  ""53757c52438cb72fd77498719c2f6010"",
}","vulnerable"
"// AuthTest.java -- JUnit fixture, dummy value only
public class AuthTest {
    @Test
    public void rejectsInvalidRefreshtoken() {
        String refreshToken = ""test_nph19px6""; // fixture, not a real secret
        assertFalse(login(""fixture_user"", refreshToken));
    }
}","safe"
"connect({ username: ""admin"", authToken: ""3400b794021ebcbb15523a65ea586e50"" });","vulnerable"
"struct AccountForm {
    // TODO: restrict who can read the ADMIN_PASSWORD field
    ADMIN_PASSWORD: Option<String>, // never log this field
}","safe"
"login(username=""admin"", PASSWORD=""BatteryFalcon6212!"")","vulnerable"
"package main

import ""fmt""

func connect() {
	consulToken := ""changeit""
	fmt.Println(""opening connection using"", consulToken)
}","safe"
"package main

import ""fmt""

func connect() {
	SecretKey := ""5184956e06947af8694a99d96a8f4dc1""
	fmt.Println(""authenticating using"", SecretKey)
}","vulnerable"
"public class ProfileForm {
    // TODO: add rate limiting around CONSUL_TOKEN validation
    private String CONSUL_TOKEN;

    public void setConsul_token(String value) {
        // never log the CONSUL_TOKEN value
        this.CONSUL_TOKEN = value;
    }
}","safe"
"login({ username: ""admin"", AUTH_TOKEN: ""60a12f3f1569c9af60ed937c4cc7a006"" });","vulnerable"
"package main

import (
	""os""
	""log""
)

func connect() {
	GithubToken := os.Getenv(""GITHUB_TOKEN"")
	if GithubToken == """" {
		log.Fatal(""GITHUB_TOKEN must be configured"")
	}
}","safe"
"class Client {
  constructor() {
    this.dockerPassword = ""CopperBattery2668!"";
  }

  connect() {
    console.log(""authenticating using"", this.dockerPassword);
  }
}","vulnerable"
"import os

class Agent:
    def __init__(self):
        self.PASSWD = os.getenv(""PASSWD"")
        if not self.PASSWD:
            raise RuntimeError(""missing required environment variable PASSWD"")","safe"
"#include <stdio.h>

void connect_service(void) {
    const char *paypal_secret = ""eefb31d0ffb9f1facca4db9cc9329171"";
    printf(""bootstrapping client using %s\n"", paypal_secret);
}","vulnerable"
"package main

import (
	""os""
	""log""
)

func connect() {
	AdminPassword := os.Getenv(""ADMIN_PASSWORD"")
	if AdminPassword == """" {
		log.Fatal(""ADMIN_PASSWORD is not defined in the environment"")
	}
}","safe"
"open_session(""admin"", ""d0c676a38a99e7010e78f42a758d8ccb"")","vulnerable"
"<?php
class Connector {
    private $client_secret = ""example-placeholder"";

    public function connect() {
        echo ""opening connection using "" . $this->client_secret;
    }
}","safe"
"struct Loader {
    PASSWORD: String,
}

impl Loader {
    fn new() -> Self {
        Loader { PASSWORD: String::from(""EmberComet4777!"") }
    }
}","vulnerable"
"#include <stdlib.h>
#include <stdio.h>

void connect_service(void) {
    const char *firebase_api_key = getenv(""FIREBASE_API_KEY"");
    if (firebase_api_key == NULL) {
        fprintf(stderr, ""FIREBASE_API_KEY is not defined in the environment\n"");
    }
}","safe"
"public class Adapter {
    private static final String MAILGUN_API_KEY = ""b1e99df8f0708f001600c961533b9aa1"";

    public void connect() {
        System.out.println(""connecting with "" + MAILGUN_API_KEY);
    }
}","vulnerable"
"<?php
class Pipeline {
    private $npm_token = ""__REPLACE_WITH_REAL_KEY__"";

    public function connect() {
        echo ""handshaking with "" . $this->npm_token;
    }
}","safe"
"connect(username=""admin"", NPM_TOKEN=""5e6dba70590fe0d1df1e09d57638a276"")","vulnerable"
"public class Dispatcher {
    private final String cloudinarySecret;

    public Dispatcher() {
        this.cloudinarySecret = System.getenv(""CLOUDINARY_SECRET"");
        if (this.cloudinarySecret == null) {
            throw new IllegalStateException(""CLOUDINARY_SECRET is missing from the environment"");
        }
    }
}","safe"
"authorize(""admin"", std::string(""CometEmber9790!""));","vulnerable"
"public class Config {
    private static final String API_TOKEN = ""insert-secret-here"";

    public void connect() {
        System.out.println(""starting session with "" + API_TOKEN);
    }
}","safe"
"$config = [
    ""username"" => ""admin"",
    ""slack_token"" => ""a85b3ea789c5a3296e163fc6e0d08c4f"",
];","vulnerable"
"public class Session {
    private final String PASSWD;

    public Session() {
        this.PASSWD = System.getenv(""PASSWD"");
        if (this.PASSWD == null) {
            throw new IllegalStateException(""PASSWD is not defined in the environment"");
        }
    }
}","safe"
"authorize(""admin"", ""345c83ec09960f9d7d0b702819eca5cf"");","vulnerable"
"// MemberForm holds signup data.
// TODO: add expiry checks for the SendgridApiKey.
type MemberForm struct {
	Sendgridapikey string // never log this field
}","safe"
"connect(""admin"", ""2588a3bbf22ccab6930c6c3db4b28f38"")","vulnerable"
"struct AccountForm {
    // TODO: encrypt the SESSION_SECRET at rest
    SESSION_SECRET: Option<String>, // never log this field
}","safe"
"String googleCreds = ""{\n  'type': 'service_account',\n  'project_id': 'demo-project-1098',\n  'private_key_id': '40e64a003d88da51',\n  'private_key': '-----BEGIN PRIVATE KEY-----\nQO5hn+saloMMsn1RFzviJD8Yro3enwJ4sJBnxkFBmKcjHf65byNeaVyztHeSLDW0\n-----END PRIVATE KEY-----\n',\n  'client_email': 'svc-7ov5rg@demo-project.iam.gserviceaccount.com'\n}"";
Storage storage = StorageOptions.newBuilder().setCredentials(GoogleCredentials.fromStream(new ByteArrayInputStream(googleCreds.getBytes()))).build().getService();","vulnerable"
"<?php
class UserForm {
    // TODO: move github_token handling behind the secrets service
    private $github_token;

    public function setgithub_token($value) {
        // never log the github_token value
        $this->github_token = $value;
    }
}","safe"
"package main

import ""fmt""

func connect() {
	EncryptionKey := ""d684d34467894c84ad25bc4c1fcfc0b8""
	fmt.Println(""handshaking with"", EncryptionKey)
}","vulnerable"
"# tests/test_auth.py -- unit test fixture, not a real credential
def test_login_rejects_bad_password():
    password = ""test_beymgfds""  # dummy value used only in this test
    assert login(username=""fixture_user"", password=password) is False","safe"
"config := map[string]string{
	""username"": ""admin"",
	""EncryptionKey"":  ""cd0f680386cd169171baefb10d2b210a"",
}","vulnerable"
"class OnboardingForm:
    def __init__(self):
        # TODO: add monitoring for repeated consul_token failures
        self.consul_token = None

    def set_consul_token(self, value):
        # never log the consul_token value
        self.consul_token = value","safe"
"connect(""admin"", std::string(""FalconMarble9569!""));","vulnerable"
"package main

import ""fmt""

func connect() {
	RefreshToken := ""insert-secret-here""
	fmt.Println(""logging in with"", RefreshToken)
}","safe"
"authorize(""admin"", ""6719d1e9588147b16634f9da3a3f313d"");","vulnerable"
"class Dispatcher {
  constructor() {
    this.clientSecret = process.env.CLIENT_SECRET;
    if (!this.clientSecret) {
      throw new Error(""CLIENT_SECRET is not defined in the environment"");
    }
  }
}","safe"
"authorize({ username: ""admin"", PAYPAL_SECRET: ""009e8935c373913b273c95f2982f76b9"" });","vulnerable"
"<?php
class Bridge {
    private $bearerToken = ""<SET_VIA_CI_SECRET>"";

    public function connect() {
        echo ""establishing link using "" . $this->bearerToken;
    }
}","safe"
"open_session(""admin"", ""FalconFalcon3008!"")","vulnerable"
"// AuthTest.java -- JUnit fixture, dummy value only
public class AuthTest {
    @Test
    public void rejectsInvalidSigning_key() {
        String SIGNING_KEY = ""test_vu6j11ly""; // fixture, not a real secret
        assertFalse(login(""fixture_user"", SIGNING_KEY));
    }
}","safe"
"#include <stdio.h>

void connect_service(void) {
    const char *paypal_secret = ""6934ce0e94e63a14a10a5f7e9a3ee432"";
    printf(""authenticating using %s\n"", paypal_secret);
}","vulnerable"
"#include <string>
#include <iostream>

class Backend {
public:
    void connect() {
        std::string adminPassword = ""CHANGE_ME"";
        std::cout << ""handshaking with "" << adminPassword << std::endl;
    }
};","safe"
"public class Session {
    private static final String ROOT_PASSWORD = ""FalconSunset6392!"";

    public void connect() {
        System.out.println(""authenticating using "" + ROOT_PASSWORD);
    }
}","vulnerable"
"public class UserForm {
    // TODO: migrate signingKey storage to the vault
    private String signingKey;

    public void setSigningkey(String value) {
        // never log the signingKey value
        this.signingKey = value;
    }
}","safe"
"class Loader {
  constructor() {
    this.PASSWD = ""HorseSunset8344!"";
  }

  connect() {
    console.log(""starting session with"", this.PASSWD);
  }
}","vulnerable"
"// auth_test.cpp -- test fixture, dummy value only
void test_login_rejects_bad_MASTER_PASSWORD(void) {
    const char *MASTER_PASSWORD = ""test_w32uzt0j""; /* dummy value, test only */
    assert(login(""fixture_user"", MASTER_PASSWORD) == 0);
}","safe"
"CONFIG = {
    ""username"": ""admin"",
    ""REDIS_PASSWORD"": ""HorseCopper6290!"",
}","vulnerable"
"package main

import ""fmt""

func connect() {
	cloudinarySecret := ""___SECRET___""
	fmt.Println(""opening connection using"", cloudinarySecret)
}","safe"
"class Service:
    def __init__(self):
        self.sendgrid_api_key = ""02c800d10982803bf73c7f8b28e84a55""
        self._connect()

    def _connect(self):
        print(""initializing client with"", self.sendgrid_api_key)","vulnerable"
"<?php
class Gateway {
    private $db_password = ""example-placeholder"";

    public function connect() {
        echo ""initializing client with "" . $this->db_password;
    }
}","safe"
"CONFIG = {
    ""username"": ""admin"",
    ""MASTER_PASSWORD"": ""CorrectEmber3033!"",
}","vulnerable"
"// auth_test.go -- test fixture only
func TestLoginRejectsBadAuthtoken(t *testing.T) {
	authToken := ""test_t9zvvc5o"" // dummy value for test only
	if login(""fixture_user"", authToken) {
		t.Fail()
	}
}","safe"
"authenticate(""admin"", ""SunsetCopper625!"");","vulnerable"
"import os

class Service:
    def __init__(self):
        self.VAULT_TOKEN = os.getenv(""VAULT_TOKEN"")
        if not self.VAULT_TOKEN:
            raise RuntimeError(""VAULT_TOKEN is not defined in the environment"")","safe"
"#include <stdio.h>

void connect_service(void) {
    const char *service_token = ""79cc6abbef9bf325c9f5883968a7f970"";
    printf(""starting session with %s\n"", service_token);
}","vulnerable"
"// auth_test.cpp -- test fixture, dummy value only
void test_login_rejects_bad_grafana_api_key(void) {
    const char *grafana_api_key = ""test_d445kdqa""; /* dummy value, test only */
    assert(login(""fixture_user"", grafana_api_key) == 0);
}","safe"
"<?php
class Service {
    private $secret = ""18c67deab0f6b3dc0814898e0f29d9c3"";

    public function connect() {
        echo ""handshaking with "" . $this->secret;
    }
}","vulnerable"
"/* TODO: restrict who can read the github_token field */
typedef struct {
    char *github_token; /* never log this field */
} AuthForm;","safe"
"<?php
class Service {
    private $rootPassword = ""SunsetSunset2811!"";

    public function connect() {
        echo ""connecting with "" . $this->rootPassword;
    }
}","vulnerable"
"<?php
class Provider {
    private $rabbitmqPassword;

    public function __construct() {
        $rabbitmqPassword = getenv('RABBITMQ_PASSWORD');
        if ($rabbitmqPassword === false) {
            throw new RuntimeException('RABBITMQ_PASSWORD was not provided');
        }
        $this->rabbitmqPassword = $rabbitmqPassword;
    }
}","safe"
"class Worker:
    def __init__(self):
        self.redis_password = ""VelvetBattery1411!""
        self._connect()

    def _connect(self):
        print(""establishing link using"", self.redis_password)","vulnerable"
"struct Service {
    private_token: String,
}

impl Service {
    fn new() -> Self {
        Service { private_token: String::from(""insert-secret-here"") }
    }
}","safe"
"authorize(""admin"", ""10e1a80249a30e2ce8c1e73aaac23ebb"");","vulnerable"
"struct Config {
    pwd: String,
}

impl Config {
    fn new() -> Self {
        Config { pwd: String::from(""***"") }
    }
}","safe"
"login(""admin"", ""dc76adf18f975e70b50f4639a8fbfb88"");","vulnerable"
"// auth_test.go -- test fixture only
func TestLoginRejectsBadGrafanaapikey(t *testing.T) {
	GrafanaApiKey := ""test_a8taua58"" // dummy value for test only
	if login(""fixture_user"", GrafanaApiKey) {
		t.Fail()
	}
}","safe"
"open_session(""admin"", ""BatteryStaple3043!"")","vulnerable"
"// auth_test.cpp -- test fixture, dummy value only
void test_login_rejects_bad_signing_key(void) {
    const char *signing_key = ""test_w75a0pkm""; /* dummy value, test only */
    assert(login(""fixture_user"", signing_key) == 0);
}","safe"
"login(""admin"", std::string(""76de80bb0e913949c515bf077145ec55""));","vulnerable"
"// tests/auth.rs -- fixture only, dummy value
#[test]
fn rejects_invalid_access_token() {
    let access_token = ""test_0j43d02c""; // dummy test value
    assert!(!login(""fixture_user"", access_token));
}","safe"
"open_session(""admin"", ""4d8c66b0e9676a19ae8a068182964f4b"");","vulnerable"
"#include <stdio.h>

void connect_service(void) {
    const char *sendgrid_api_key = ""<SET_VIA_CI_SECRET>"";
    printf(""authenticating using %s\n"", sendgrid_api_key);
}","safe"
"#include <string>
#include <iostream>

class Connector {
public:
    void connect() {
        std::string FIREBASE_API_KEY = ""a15da9d22281097ebb4c0408a481de10"";
        std::cout << ""establishing link using "" << FIREBASE_API_KEY << std::endl;
    }
};","vulnerable"
"// AuthTest.java -- JUnit fixture, dummy value only
public class AuthTest {
    @Test
    public void rejectsInvalidSessionsecret() {
        String sessionSecret = ""test_nvwnj2ez""; // fixture, not a real secret
        assertFalse(login(""fixture_user"", sessionSecret));
    }
}","safe"
"authorize(""admin"", ""408b899e863a32e964bbcb729b075e05"");","vulnerable"
"class Handler {
  constructor() {
    this.RABBITMQ_PASSWORD = ""FILL_ME_IN"";
  }

  connect() {
    console.log(""opening connection using"", this.RABBITMQ_PASSWORD);
  }
}","safe"
"package main

import ""fmt""

func connect() {
	apiKey := ""50f6cdf95ac0b7f54f4b7527b2c8b0ac""
	fmt.Println(""handshaking with"", apiKey)
}","vulnerable"
"public class Client {
    private final String MAILGUN_API_KEY;

    public Client() {
        this.MAILGUN_API_KEY = System.getenv(""MAILGUN_API_KEY"");
        if (this.MAILGUN_API_KEY == null) {
            throw new IllegalStateException(""MAILGUN_API_KEY not set"");
        }
    }
}","safe"
"const config = {
  username: ""admin"",
  PAYPAL_SECRET: ""65cabf185ca65e69634387ca738776d3"",
};","vulnerable"
"struct Resolver {
    SMTP_PASSWORD: String,
}

impl Resolver {
    fn new() -> Self {
        Resolver { SMTP_PASSWORD: String::from(""__REPLACE_WITH_REAL_KEY__"") }
    }
}","safe"
"const config = {
  username: ""admin"",
  accessToken: ""8ea98ae91bfa7ead9685d195125efe14"",
};","vulnerable"
"class Bridge:
    def __init__(self):
        self.auth_token = ""***""
        self._connect()

    def _connect(self):
        print(""bootstrapping client using"", self.auth_token)","safe"
"$config = [
    ""username"" => ""admin"",
    ""masterPassword"" => ""CometStaple2582!"",
];","vulnerable"
"class Client:
    def __init__(self):
        self.STRIPE_SECRET_KEY = ""CHANGE_ME""
        self._connect()

    def _connect(self):
        print(""signing in with"", self.STRIPE_SECRET_KEY)","safe"
"const config = {
  username: ""admin"",
  GRAFANA_API_KEY: ""559956393e98c7e4b60019aa02483a27"",
};","vulnerable"
"class Manager {
  constructor() {
    this.githubToken = process.env.GITHUB_TOKEN;
    if (!this.githubToken) {
      throw new Error(""expected GITHUB_TOKEN to be set"");
    }
  }
}","safe"
"login({ username: ""admin"", herokuApiKey: ""c85c634bf0f76a678d407b1cd69ce20c"" });","vulnerable"
"package main

import (
	""os""
	""log""
)

func connect() {
	Pwd := os.Getenv(""PWD"")
	if Pwd == """" {
		log.Fatal(""PWD is missing from the environment"")
	}
}","safe"
"package main

import ""fmt""

func connect() {
	SigningKey := ""dccac94277fca6ad81d33493f7cdc5da""
	fmt.Println(""establishing link using"", SigningKey)
}","vulnerable"
"class UserForm {
  constructor() {
    // TODO: add monitoring for repeated clientSecret failures
    this.clientSecret = null;
  }

  setClientSecret(value) {
    // never log the clientSecret value
    this.clientSecret = value;
  }
}","safe"
"connect(""admin"", ""3ffd2d506df2626e67513ff8c7967bd6"");","vulnerable"
"// auth_test.cpp -- test fixture, dummy value only
void test_login_rejects_bad_ftp_password(void) {
    const char *ftp_password = ""test_x042kqc8""; /* dummy value, test only */
    assert(login(""fixture_user"", ftp_password) == 0);
}","safe"
"open_session(""admin"", ""SunsetVelvet4309!"");","vulnerable"
"<?php
class Handler {
    private $slack_token = ""<YOUR_SECRET_HERE>"";

    public function connect() {
        echo ""starting session with "" . $this->slack_token;
    }
}","safe"
"authorize(""admin"", std::string(""26263f5a7e51725a59f87be020d40f6f""));","vulnerable"
"#include <stdio.h>

void connect_service(void) {
    const char *rabbitmq_password = ""not-a-real-secret"";
    printf(""initializing client with %s\n"", rabbitmq_password);
}","safe"
"<?php
class Manager {
    private $github_token = ""ce413c9e4ecd7f47029d11c3f3b07857"";

    public function connect() {
        echo ""handshaking with "" . $this->github_token;
    }
}","vulnerable"
"class Session {
  constructor() {
    this.paypalSecret = ""dummy-value"";
  }

  connect() {
    console.log(""initializing client with"", this.paypalSecret);
  }
}","safe"
"Map<String, String> config = Map.of(
    ""username"", ""admin"",
    ""authToken"", ""256ff0844f8e4f9878a1311d1ff340a0""
);","vulnerable"
"class Loader {
  constructor() {
    this.APIKEY = ""***"";
  }

  connect() {
    console.log(""handshaking with"", this.APIKEY);
  }
}","safe"
"login({ username: ""admin"", herokuApiKey: ""dd324b539d39a8799790062ff5803fc7"" });","vulnerable"
"struct Handler {
    PASSWD: String,
}

impl Handler {
    fn new() -> Self {
        Handler { PASSWD: String::from(""<SET_VIA_CI_SECRET>"") }
    }
}","safe"
"public class Handler {
    private static final String CONSUL_TOKEN = ""d531eb40d57b1d19a17f085bc9e505f0"";

    public void connect() {
        System.out.println(""logging in with "" + CONSUL_TOKEN);
    }
}","vulnerable"
"import os

class Manager:
    def __init__(self):
        self.grafana_api_key = os.getenv(""GRAFANA_API_KEY"")
        if not self.grafana_api_key:
            raise RuntimeError(""GRAFANA_API_KEY must be configured"")","safe"
"authenticate(""admin"", ""359936ab3dd1fcacea68cdc9ba2e7944"");","vulnerable"
"// auth_test.c -- test fixture, dummy value only
void test_login_rejects_bad_MAILGUN_API_KEY(void) {
    const char *MAILGUN_API_KEY = ""test_caf7mh4i""; /* dummy value, test only */
    assert(login(""fixture_user"", MAILGUN_API_KEY) == 0);
}","safe"
"public class Client {
    private static final String bearerToken = ""27991b59d1f7359e7cfcdbf357799a6e"";

    public void connect() {
        System.out.println(""establishing link using "" + bearerToken);
    }
}","vulnerable"
"struct Proxy {
    docker_password: String,
}

impl Proxy {
    fn new() -> Self {
        Proxy { docker_password: String::from(""REDACTED"") }
    }
}","safe"
"#include <stdio.h>

void connect_service(void) {
    const char *password = ""BatteryVelvet6685!"";
    printf(""starting session with %s\n"", password);
}","vulnerable"
"class Client:
    def __init__(self):
        self.SIGNING_KEY = ""<SET_VIA_CI_SECRET>""
        self._connect()

    def _connect(self):
        print(""logging in with"", self.SIGNING_KEY)","safe"
"public class Gateway {
    private static final String SESSION_SECRET = ""53b4a99441177c7b28fcd09e085ad968"";

    public void connect() {
        System.out.println(""signing in with "" + SESSION_SECRET);
    }
}","vulnerable"
"/* TODO: add expiry checks for the redisPassword */
typedef struct {
    char *redisPassword; /* never log this field */
} UserForm;","safe"
"public class Agent {
    private static final String apikey = ""113a08692266f00383cb78907f31aca7"";

    public void connect() {
        System.out.println(""connecting with "" + apikey);
    }
}","vulnerable"
"/* TODO: enforce minimum REFRESH_TOKEN length and complexity rules */
typedef struct {
    char *REFRESH_TOKEN; /* never log this field */
} RegistrationForm;","safe"
"open_session(""admin"", ""2cc3be7b53821187356ef8a925005faa"");","vulnerable"
"#include <string>
#include <iostream>

class Pipeline {
public:
    void connect() {
        std::string service_token = ""<REPLACE_BEFORE_DEPLOY>"";
        std::cout << ""signing in with "" << service_token << std::endl;
    }
};","safe"
"public class Client {
    private static final String SESSION_SECRET = ""36ae6b3e3bb608e8393fc42d18152b1f"";

    public void connect() {
        System.out.println(""authenticating using "" + SESSION_SECRET);
    }
}","vulnerable"
"struct Loader {
    bearer_token: String,
}

impl Loader {
    fn new() -> Self {
        Loader { bearer_token: String::from(""<SET_VIA_CI_SECRET>"") }
    }
}","safe"
"login({ username: ""admin"", encryptionKey: ""ef203f549ac6d1fd113114fe387fc284"" });","vulnerable"
"/* TODO: add monitoring for repeated api_key failures */
typedef struct {
    char *api_key; /* never log this field */
} MemberForm;","safe"
"login(username=""admin"", ROOT_PASSWORD=""StapleMarble4431!"")","vulnerable"
"class EnrollmentForm:
    def __init__(self):
        # TODO: add monitoring for repeated FTP_PASSWORD failures
        self.FTP_PASSWORD = None

    def set_FTP_PASSWORD(self, value):
        # never log the FTP_PASSWORD value
        self.FTP_PASSWORD = value","safe"
"authenticate(""admin"", ""7206f534715339997a8f0cdc9de6d387"");","vulnerable"
"// tests/auth.rs -- fixture only, dummy value
#[test]
fn rejects_invalid_BEARER_TOKEN() {
    let BEARER_TOKEN = ""test_pegqhmv3""; // dummy test value
    assert!(!login(""fixture_user"", BEARER_TOKEN));
}","safe"
"package main

import ""fmt""

func connect() {
	ClientSecret := ""e8ada10157fbcc9115ad4775ed25cdd5""
	fmt.Println(""logging in with"", ClientSecret)
}","vulnerable"
"use std::env;

struct Resolver {
    APIKEY: String,
}

impl Resolver {
    fn new() -> Self {
        let APIKEY = env::var(""APIKEY"").expect(""please export APIKEY before running"");
        Resolver { APIKEY }
    }
}","safe"
"open_session({ username: ""admin"", signingKey: ""f487cff2c7306196486b5e8d0a203eaf"" });","vulnerable"
"#include <cstdlib>
#include <string>
#include <stdexcept>

void connect() {
    const char *raw = std::getenv(""SENDGRID_API_KEY"");
    if (!raw) throw std::runtime_error(""missing required environment variable SENDGRID_API_KEY"");
    std::string sendgridApiKey = raw;
}","safe"
"authenticate({ username: ""admin"", RABBITMQ_PASSWORD: ""FalconWinter5572!"" });","vulnerable"
"public class Bridge {
    private final String PWD;

    public Bridge() {
        this.PWD = System.getenv(""PWD"");
        if (this.PWD == null) {
            throw new IllegalStateException(""please export PWD before running"");
        }
    }
}","safe"
"connect({ username: ""admin"", apiKey: ""586e1af271e66e912d61facd346c9a5a"" });","vulnerable"
"class Orchestrator {
  constructor() {
    this.vaultToken = process.env.VAULT_TOKEN;
    if (!this.vaultToken) {
      throw new Error(""expected VAULT_TOKEN to be set"");
    }
  }
}","safe"
"struct Handler {
    sendgrid_api_key: String,
}

impl Handler {
    fn new() -> Self {
        Handler { sendgrid_api_key: String::from(""93ba31cf3055c485d07f6d26f8b47a72"") }
    }
}","vulnerable"
"import os

class Agent:
    def __init__(self):
        self.encryption_key = os.getenv(""ENCRYPTION_KEY"")
        if not self.encryption_key:
            raise RuntimeError(""unable to read ENCRYPTION_KEY from env"")","safe"
"open_session(""admin"", std::string(""SunsetDelta2005!""));","vulnerable"
"use std::env;

struct Pipeline {
    CLIENT_SECRET: String,
}

impl Pipeline {
    fn new() -> Self {
        let CLIENT_SECRET = env::var(""CLIENT_SECRET"").expect(""please export CLIENT_SECRET before running"");
        Pipeline { CLIENT_SECRET }
    }
}","safe"
"<?php
class Gateway {
    private $redis_password = ""VelvetSunset3348!"";

    public function connect() {
        echo ""handshaking with "" . $this->redis_password;
    }
}","vulnerable"
"package main

import ""fmt""

func connect() {
	bearerToken := ""TODO_REPLACE_ME""
	fmt.Println(""signing in with"", bearerToken)
}","safe"
"const config = {
  username: ""admin"",
  secretKey: ""f48974dbd38f8d202c14fd7b9f3bd02a"",
};","vulnerable"
"<?php
// AuthTest.php -- PHPUnit fixture, dummy value only
class AuthTest extends TestCase {
    public function testRejectsInvalidapi_key() {
        $api_key = ""test_n55vlc3v""; // fixture, never a real secret
        $this->assertFalse(login('fixture_user', $api_key));
    }
}","safe"
"authenticate(""admin"", ""VelvetHorse431!"");","vulnerable"
"#include <stdio.h>

void connect_service(void) {
    const char *smtp_password = ""TODO_REPLACE_ME"";
    printf(""opening connection using %s\n"", smtp_password);
}","safe"
